midas_entity	text
opinion person	A perfect example PERSON.
opinion person	PERSON would have been in all his glory if he had the chance.
opinion person	I personally find PERSON to be mixed.
opinion person	i am a big fan of PERSON.
opinion person	PERSON did well.
opinion person	I bet PERSON would still get sued.
opinion person	I cant believe PERSON was picked in 6th round!
opinion person	PERSON is a great player.
opinion person	I like PERSON.
opinion person	Yep I like PERSON a lot.
opinion person	I think he was choosen by PERSON.
opinion person	PERSON is a great player because he can lead offensively.
opinion person	I think PERSON did it for his dying grandmas last wish.
opinion person	I would love to go back in time and see PERSON live.
opinion person	PERSON is hilarious though.
opinion person	I love PERSON actually.
opinion person	Ah PERSON is a great choice
opinion person	I guess PERSON is really successful in this area.
opinion person	I like PERSON.
opinion person	PERSON was a visionary.
opinion person	No PERSON wins all the time haha.
opinion person	I really like PERSON.
opinion person	I think PERSON used to shoot that way.
opinion person	PERSON?
opinion person	Maybe PERSON could afford a pair then.
opinion person	Or PERSON!
opinion person	PERSON was a B actor.
opinion person	I love PERSON.
opinion person	He's even ahead of PERSON!
opinion person	I enjoy PERSON but that is not typically my genre.
opinion person	PERSON was a great man.
opinion person	PERSON will forever be remembered.
opinion person	I wonder if that's old information -- I'll bet PERSON is at the top of the list now.
opinion person	I dont really know who PERSON is so no opinion there.
opinion person	I am planning to go to one by PERSON.
opinion person	At least they'll still have PERSON.
opinion person	Probably PERSON.
opinion person	PERSON would approve of you.
opinion person	Probably PERSON.
opinion person	PERSON was my favorite.
opinion person	I was never a PERSON fan.
opinion person	I am a big fan of PERSON as well.
opinion person	That must of been a sight for PERSON to see.
opinion person	still could not to resist to do it with PERSON .
opinion person	Perhaps not PERSON!
opinion person	Yea I guess he has more than PERSON.
opinion person	 I cannot say that I agree with PERSON on that one.
opinion person	I think it would have been better with PERSON.
opinion person	I like PERSON.
opinion person	Well I don't see how anyone can not like PERSON!
opinion person	I love PERSON.
opinion person	PERSON was awesome.
opinion person	Yeah PERSON was way better than that.
opinion person	Apparently he got his start by winning a PERSON look a like contest.
opinion person	That would be PERSON.
opinion person	I find it interesting that it was PERSON who had them installed
opinion person	I think PERSON is a great player.
opinion person	I like PERSON.
opinion person	PERSON alone would make me want to do that.
opinion person	Like PERSON.
opinion person	I would love to see PERSON do that.
opinion person	PERSON is another one.
opinion person	I had no idea PERSON made so much.
opinion person	Not sure but that sure beat what PERSON did that day.
opinion person	Whoa I didn't know that and I'm a PERSON fan.
opinion person	That PERSON has really got them hopping!
opinion person	Ha nope...definitely not an PERSON fan.
opinion person	Wow I never knew that about PERSON.
opinion person	I wonder if PERSON is on the list of the most wealthiest?
opinion person	PERSON was an expert at both forms!
opinion person	Sorry about the PERSON question.
opinion person	Even if he didn't he did make a signature move and the name PERSON will be forever remembered for his contribution
opinion person	I wonder how PERSON manages to win so much!
opinion person	PERSON may not have toured much.
opinion person	PERSON was cunning.
opinion person	Yeah I love PERSON.
opinion person	PERSON!
opinion person	PERSON is fascinating.
opinion person	i love PERSON!
opinion person	I agree there must be a change in office soon hopefully PERSON wont get re elected for another term.
opinion person	I wonder if the PERSON version would have been any better
opinion person	It is just like PERSON.
opinion person	I think PERSON was so petty to do that.
opinion person	I never really got into PERSON and I feel like I really missed out.
opinion person	PERSON.
opinion person	As good as PERSON is.
opinion person	Like PERSON.
opinion person	Thankfully PERSON.
opinion person	I really like PERSON.
opinion person	i think it may have been PERSON.
opinion person	It is funny how ba player PERSON was the 11th overall pick in the 2011 draft.
opinion person	Whatever it takes to be wealthy like PERSON.
opinion person	I wonder if PERSON accepted?
opinion person	The French explorer PERSON.
opinion person	Yeah and same with PERSON.
opinion person	I like PERSON a lot.
opinion person	Yes I think that's PERSON.
opinion person	Yeah PERSON is one of the best coaches.
opinion person	I like PERSON as well.
opinion person	I'm a slight fan of PERSON.
opinion person	Yes I am surprised it beat PERSON .
opinion person	Sounds like something PERSON would do.
opinion person	I think it helps that she was coached by PERSON though.
opinion person	I'm sure PERSON was.
opinion person	That certainly isn't something PERSON would've done!
opinion person	Like PERSON is underrated.
opinion person	PERSON is the best coach forever.
opinion person	Well like PERSON.
opinion person	Well a woman named PERSON could probably rip through it.
opinion person	PERSON was also a great dancer.
opinion person	Yeah I think he will be clowning around aping artists like PERSON.
opinion person	Oh PERSON and his views.
opinion person	I think it was PERSON.
opinion person	I like PERSON.
opinion person	Something tells me PERSON would still miss.
opinion person	I agree I love PERSON.
opinion person	Yes that is PERSON.
opinion person	Lol no but that sounds like something PERSON would do
opinion person	I miss PERSON.
opinion person	PERSON is also a great writer.
opinion person	I do like PERSON.
opinion person	Maybe PERSON?
opinion person	PERSON for sure.
opinion person	Me either and I remember when PERSON was everywhere.
opinion person	I love PERSON.
opinion person	PERSON.
opinion person	PERSON is my favorite.
opinion person	PERSON dunked so often.
opinion person	PERSON.
opinion person	I think my favorite was PERSON.
opinion person	Not so much PERSON.
opinion person	Really I would have thought PERSON would have been!
opinion person	I was such a huge fan of the PERSON one that nothing stands up to it.
opinion person	PERSON is very generous for sure.
opinion person	PERSON is a great actor.
opinion person	I just to like PERSON.
opinion person	I like PERSON
opinion person	I think PERSON narrated as well.
opinion person	I like PERSON.
opinion person	Or PERSON dance!
opinion person	PERSON is great albeit a bit dark period.
opinion person	I always liked PERSON.
opinion person	PERSON?
opinion person	I think PERSON already took that idea.
opinion person	I guess they didn't like PERSON!
opinion person	Yeah I think PERSON was supposed to star.
opinion person	It is incredible I think PERSON is a genius.
opinion person	Im a big fan of PERSON
opinion person	All I remember about it is that PERSON is in it.
opinion person	PERSON is a great actor indeed.
opinion person	PERSON.
opinion person	PERSON: famous for being famous.
opinion person	I can see him and PERSON doing a duet though.
opinion person	Maybe PERSON?
opinion person	He is now doing tv and I wonder if he is now making more money then PERSON.
opinion person	PERSON was full of it.
opinion person	I think PERSON is going to die in the beginning of the next season.
opinion person	YOu should also check out PERSON.
opinion person	That was around the time PERSON was big into his producing.
opinion person	I love PERSON.
opinion person	PERSON.
opinion person	I hope that i get to see PERSON live before he retires.
opinion person	PERSON?
opinion person	Her relationship with PERSON also helped.
opinion person	That is right they need to be persistent like PERSON
